id,ship_name,voyage_id,date,effy_share,revenue_ss,revenue_cc,eu_revenue,carnival_share,office_supplies,discount_share,exec_folio,cc_fee_ss,cc_fee_direct,meal_charge,parole_fee,cash_advance,cash_paid_onboard
905,MARDI GRAS,MD20220528007,5/28/22,"$87,756.58 ","$81,748.40 ","$64,780.80 ",,"($57,540.55)",,"$2,446.65 ",($458.77),"($1,086.73)","($1,412.22)",($721.00),,,
906,MARDI GRAS,MD20220604007,6/4/22,"$115,143.80 ","$94,134.80 ","$99,573.20 ",,"($73,736.45)",,$167.65 ,($798.54),"($1,305.16)","($2,170.70)",($721.00),,,
907,MARDI GRAS,MD20220611007,6/11/22,"$93,852.61 ","$82,003.00 ","$75,732.00 ",,"($59,939.30)",,,($442.04),"($1,129.09)","($1,650.96)",($721.00),,,
908,MARDI GRAS,MD20220618007,6/18/22,"$76,283.21 ","$101,173.00 ","$26,406.00 ",,"($48,642.09)",,$213.25 ,($261.47),"($1,453.03)",($575.65),($576.80),,,
909,MARDI GRAS,MD20220625007,6/25/22,"$57,447.02 ","$79,478.00 ","$16,920.00 ",,"($36,678.93)",,$62.75 ,($225.47),"($1,019.47)",($368.86),($721.00),,,
910,MARDI GRAS,MD20220702007,7/2/22,"$86,605.82 ","$91,578.80 ","$55,388.00 ",,"($55,983.50)",,$179.10 ,($635.80),"($1,271.32)","($1,207.46)","($1,442.00)",,,
911,MARDI GRAS,MD20220709007,7/9/22,"$40,209.98 ","$25,692.00 ","$43,251.00 ",,"($26,198.34)",,,($372.69),($353.92),($942.87),($865.20),,,
912,MARDI GRAS,MD20220716007,7/16/22,"$78,994.31 ","$82,396.00 ","$49,545.00 ",,"($49,549.90)",,$82.00 ,($412.48),"($1,121.03)","($1,080.08)",($865.20),,,
913,MARDI GRAS,MD20220723007,7/23/22,"$441,371.77 ","$388,859.00 ","$309,280.00 ",,"($241,178.32)",,,"($2,381.42)","($5,560.99)","($6,742.30)",($865.20),,,($39.00)
914,MARDI GRAS,MD20220730007,7/30/22,"$104,098.63 ","$114,275.00 ","$54,860.00 ",,"($61,132.12)",,$119.50 ,($221.05),"($1,597.35)","($1,195.95)","($1,009.40)",,,
915,MARDI GRAS,MD20220806007,8/6/22,"$46,748.46 ","$55,176.00 ","$24,355.00 ",,"($30,221.78)",,,($256.02),($764.40),($530.94),"($1,009.40)",,,
916,MARDI GRAS,MD20220813007,8/13/22,"$61,021.63 ","$51,387.00 ","$50,657.00 ",,"($38,201.97)",,,($131.69),($719.19),"($1,104.32)",($865.20),,,
917,MARDI GRAS,MD20220820007,8/20/22,"$82,191.19 ","$80,735.00 ","$52,860.00 ",,"($47,858.60)",,,($412.16),"($1,115.50)","($1,152.35)",($865.20),,,
918,MARDI GRAS,MD20220827007,8/27/22,"$120,234.97 ","$116,544.00 ","$78,215.00 ",,"($70,058.42)",,,($216.20),"($1,679.12)","($1,705.09)",($865.20),,,
919,MARDI GRAS,MD20220903007,9/3/22,"$96,545.83 ","$114,148.00 ","$46,567.00 ",,"($60,271.70)",,,($231.54),"($1,641.37)","($1,015.16)","($1,009.40)",,,
920,MARDI GRAS,MD20220910007,9/10/22,"$64,464.44 ","$80,050.00 ","$28,640.00 ",,"($41,302.20)",,,($112.37),"($1,177.24)",($624.35),"($1,009.40)",,,
921,MARDI GRAS,MD20220917007,9/17/22,"$104,072.97 ","$125,756.00 ","$45,715.00 ",,"($63,438.98)",,,($207.29),"($1,745.77)",($996.59),"($1,009.40)",,,
922,MARDI GRAS,MD20220924007,9/24/22,"$102,510.92 ","$119,706.00 ","$50,297.00 ",,"($63,327.14)",,,($379.78),"($1,699.89)","($1,096.47)",($988.80),,,
923,MARDI GRAS,MD20221001007,10/1/22,"$121,313.78 ","$108,651.00 ","$88,176.00 ",,"($70,819.76)",,,($334.70),"($1,571.32)","($1,922.24)",($865.20),,,
924,MARDI GRAS,MD20221008007,10/8/22,"$139,252.61 ","$154,724.00 ","$72,386.00 ",,"($82,872.80)",,,($216.05),"($2,325.33)","($1,578.01)",($865.20),,,
925,MARDI GRAS,MD20221015007,10/15/22,"$167,221.27 ","$119,368.00 ","$150,818.00 ",,"($96,713.33)",,,($408.75),"($1,689.62)","($3,287.83)",($865.20),,,
926,MARDI GRAS,MD20221022007,10/22/22,"$58,277.69 ","$42,040.00 ","$55,325.00 ",,"($36,533.05)",,,($154.13),($617.24),"($1,206.09)",($576.80),,,
927,MARDI GRAS,MD20221029007,10/29/22,"$134,542.33 ","$143,549.00 ","$77,871.00 ",,"($81,855.60)",,,($350.40),"($2,108.88)","($1,697.59)",($865.20),,,
928,MARDI GRAS,MD20221105007,11/5/22,"$113,969.36 ","$99,503.00 ","$87,655.00 ",,"($68,598.29)",,,($257.24),"($1,557.03)","($1,910.88)",($865.20),,,
929,MARDI GRAS,MD20221112007,11/12/22,"$119,555.36 ","$106,735.00 ","$87,511.00 ",,"($69,720.98)",,,($691.03),"($1,505.69)","($1,907.74)",($865.20),,,
930,MARDI GRAS,MD20221119007,11/19/22,"$230,275.09 ","$328,314.00 ","$52,936.00 ",,"($144,082.95)",,,($186.91),"($4,685.85)","($1,154.00)",($865.20),,,
931,MARDI GRAS,MD20221126007,11/26/22,"$124,526.20 ","$66,195.00 ","$137,134.00 ",,"($73,765.27)",,,($279.60),($903.21),"($2,989.52)",($865.20),,,
932,MARDI GRAS,MD20221203007,12/3/22,"$87,308.88 ","$74,420.00 ","$67,655.00 ",,"($51,214.50)",,,($197.81),"($1,025.40)","($1,488.41)",($840.00),,,
933,MARDI GRAS,MD20221210007,12/10/22,"$63,526.46 ","$72,555.00 ","$34,520.00 ",,"($40,688.50)",,,($210.29),"($1,050.31)",($759.44),($840.00),,,
934,MARDI GRAS,MD20221217007,12/17/22,"$75,617.98 ","$63,616.00 ","$63,983.00 ",,"($48,487.62)",,,($330.74),($915.03),"($1,407.63)",($840.00),,,
935,MARDI GRAS,MD20221224007,12/24/22,"$83,659.90 ","$76,339.00 ","$64,500.00 ",,"($53,518.82)",,,($353.63),"($1,047.65)","($1,419.00)",($840.00),,,
936,MARDI GRAS,MD20221231007,12/31/22,"$134,489.09 ","$169,780.00 ","$55,235.00 ",,"($85,505.70)",,,($471.45),"($2,493.59)","($1,215.17)",($840.00),,,
937,MARDI GRAS,MD20230107007,1/7/23,"$74,122.59 ","$64,488.00 ","$60,683.00 ",,"($47,564.98)",,,($363.66),($944.74),"($1,335.03)",($840.00),,,
938,MARDI GRAS,MD20230114007,1/14/23,"$62,236.11 ","$64,981.00 ","$40,295.00 ",,"($40,004.88)",,,($368.57),($939.95),($886.49),($840.00),,,
939,MARDI GRAS,MD20230121007,1/21/23,"$89,727.09 ","$85,277.00 ","$65,350.00 ",,"($57,238.26)",,,($194.88),"($1,189.07)","($1,437.70)",($840.00),,,
940,MARDI GRAS,MD20230128007,1/28/23,"$101,400.73 ","$93,332.00 ","$76,791.00 ",,"($64,646.74)",,,($203.68),"($1,342.45)","($1,689.40)",($840.00),,,
941,MARDI GRAS,MD20230204007,2/4/23,"$84,718.23 ","$90,757.00 ","$51,860.00 ",,"($54,194.46)",,,($428.16),"($1,295.23)","($1,140.92)",($840.00),,,
942,MARDI GRAS,MD20230211007,2/11/23,"$121,882.54 ","$100,695.00 ","$103,713.50 ",,"($77,675.23)",,,($235.92),"($1,493.11)","($2,281.70)",($840.00),,,
943,MARDI GRAS,MD20230218007,2/18/23,"$68,089.38 ","$65,309.00 ","$49,548.00 ",,"($43,645.66)",,,($226.80),($965.10),"($1,090.06)",($840.00),,,
944,MARDI GRAS,MD20230311007,3/11/23,"$47,894.29 ","$38,365.00 ","$42,948.00 ",,"($30,898.94)",,,($179.20),($555.71),($944.86),($840.00),,,
945,MARDI GRAS,MD20230304007,3/4/23,"$95,579.42 ","$69,027.00 ","$91,867.00 ",,"($61,139.72)",,,($300.43),"($1,013.36)","($2,021.07)",($840.00),,,
946,MARDI GRAS,MD20230225007,2/25/23,"$87,541.02 ","$80,821.00 ","$66,336.00 ",,"($55,919.66)",,,($180.74),"($1,216.19)","($1,459.39)",($840.00),,,
947,MARDI GRAS,MD20230318007,3/18/23,"$53,202.69 ","$40,645.00 ","$49,450.00 ",,"($34,236.10)",,,($135.01),($593.30),"($1,087.90)",($840.00),,,
948,MARDI GRAS,MD20230325007,3/25/23,"$62,606.72 ","$58,893.00 ","$46,656.00 ",,"($40,108.62)",,,($163.81),($863.42),"($1,026.43)",($780.00),,,
949,MARDI GRAS,MD20230401007,4/1/23,"$75,925.54 ","$91,365.00 ","$36,279.00 ",,"($48,504.72)",,,($443.05),"($1,272.55)",($798.14),($700.00),,,
950,MARDI GRAS,MD20230408007,4/8/23,"$73,797.58 ","$84,013.50 ","$39,658.00 ",,"($46,995.17)",,,($93.60),"($1,212.67)",($872.48),($700.00),,,
951,MIRACLE,MI20221019026,10/19/22,($329.60),,,,,,,,,,($329.60),,,
952,MIRACLE,MI20221113004,11/13/22,($329.60),,,,,,,,,,($329.60),,,
953,MIRACLE,MI20221117005,11/17/22,"$31,817.80 ","$44,325.00 ","$9,403.00 ",,"($20,416.64)",,,($153.12),($620.45),($204.99),($515.00),,,
954,MIRACLE,MI20221122005,11/22/22,"$37,947.47 ","$25,410.00 ","$38,805.50 ",,"($24,401.89)",,,($130.39),($374.79),($845.96),($515.00),,,
955,MIRACLE,MI20221127014,11/27/22,"$51,584.37 ","$76,691.50 ","$11,021.00 ",,"($33,330.75)",,,($229.20),"($1,174.32)",($240.26),"($1,153.60)",,,
956,MIRACLE,MI20221211004,12/11/22,"$15,120.74 ","$9,888.00 ","$15,945.00 ",,"($9,816.54)",,,($81.73),($143.20),($350.79),($320.00),,,
957,MIRACLE,MI20221215003,12/15/22,"$1,402.66 ","$2,562.00 ",$195.00 ,,"($1,047.66)",,,($25.92),($36.47),($4.29),($240.00),,,
958,MIRACLE,MI20221218005,12/18/22,"$18,396.82 ","$28,159.00 ","$2,850.00 ",,"($11,783.42)",,,($77.76),($388.30),($62.70),($300.00),,,
959,MIRACLE,MI20221223006,12/23/22,"$25,957.99 ","$27,354.94 ","$16,646.06 ",,"($16,720.38)",,,($108.96),($367.46),($366.21),($480.00),,,
960,MIRACLE,MI20221229004,12/29/22,"$14,550.65 ","$19,918.00 ","$4,739.00 ",,"($9,369.66)",,,,($312.43),($104.26),($320.00),,,
961,MIRACLE,MI20230102006,1/2/23,"$22,428.74 ","$26,649.00 ","$11,468.00 ",,"($14,484.46)",,,($105.84),($365.66),($252.30),($480.00),,,
962,MIRACLE,MI20230108014,1/8/23,"$101,464.53 ","$128,870.00 ","$41,675.12 ",,"($64,807.15)",,,($341.30),"($1,895.29)",($916.85),"($1,120.00)",,,
963,MIRACLE,MI20230122004,1/22/23,"$14,440.72 ","$17,461.00 ","$7,191.00 ",,"($9,367.76)",,,($105.60),($259.72),($158.20),($320.00),,,
964,MIRACLE,MI20230126005,1/26/23,"$29,854.71 ","$22,585.00 ","$27,495.00 ",,"($19,030.40)",,,,($190.00),($604.89),($400.00),,,
965,MIRACLE,MI20230131005,1/31/23,"$24,387.87 ","$23,620.00 ","$18,094.00 ",,"($15,851.32)",,,($336.48),($340.26),($398.07),($400.00),,,
966,MIRACLE,MI20230205004,2/5/23,"$23,869.29 ","$14,758.00 ","$25,939.50 ",,"($15,465.05)",,,($249.60),($222.89),($570.67),($320.00),,,
967,MIRACLE,MI20230214005,2/14/23,"$40,434.29 ","$60,160.00 ","$7,827.00 ",,"($25,850.26)",,$15.20 ,($249.97),($895.49),($172.19),($400.00),,,
968,MIRACLE,MI20230314005,3/14/23,"$28,428.10 ","$28,959.00 ","$19,047.00 ",,"($18,242.28)",,,($116.05),($400.54),($419.03),($400.00),,,
969,MIRACLE,MI20230309005,3/9/23,"$12,165.17 ","$13,148.00 ","$8,248.00 ",,"($8,130.48)",,,($329.60),($189.29),($181.46),($400.00),,,
970,MIRACLE,MI20230305004,3/5/23,"$62,401.20 ","$30,907.00 ","$74,001.00 ",,"($39,865.04)",,,($230.83),($462.91),"($1,628.02)",($320.00),,,
971,MIRACLE,MI20230219014,2/19/23,"$100,100.99 ","$117,841.00 ","$51,245.00 ",,"($64,252.68)",,,($712.45),"($1,772.49)","($1,127.39)","($1,120.00)",,,
972,MIRACLE,MI20230319004,3/19/23,"$18,414.67 ","$20,119.25 ","$11,300.00 ",,"($11,939.32)",,,($230.38),($266.28),($248.60),($320.00),,,
973,MIRACLE,MI20230209005,2/9/23,"$41,220.02 ","$44,936.00 ","$24,745.00 ",,"($26,478.78)",,,($395.52),($642.29),($544.39),($400.00),,,
974,MIRACLE,MI20230323005,3/23/23,"$20,606.64 ","$29,990.00 ","$5,151.00 ",,"($13,353.58)",,,($241.44),($426.02),($113.32),($400.00),,,
975,MIRACLE,MI20230328005,3/28/23,"$28,832.77 ","$34,310.00 ","$14,823.00 ",,"($18,670.54)",,,($423.36),($480.22),($326.11),($400.00),,,
976,MIRACLE,MI20230402004,4/2/23,"$21,233.92 ","$32,297.00 ","$3,580.00 ",,"($13,633.26)",,,($259.69),($431.37),($78.76),($240.00),,,
977,MIRACLE,MI20230406005,4/6/23,"$27,298.66 ","$9,588.00 ","$36,765.00 ",,"($17,614.14)",,,($192.00),($139.37),($808.83),($300.00),,,
978,MIRACLE,MI20230411005,4/11/23,"$23,794.67 ","$29,971.00 ","$10,540.00 ",,"($15,394.18)",,,($346.45),($443.82),($231.88),($300.00),,,
979,PANORAMA,PO20210821007,8/21/21,"$121,675.16 ","$160,503.00 ","$42,494.00 ",,"($77,138.86)",,,($288.57),"($2,247.04)",($926.37),($721.00),,,
980,PANORAMA,PO20210828007,8/28/21,"$64,951.37 ","$68,424.00 ","$40,639.00 ",,"($41,443.94)",,,($147.73),($913.03),($885.93),($721.00),,,
981,PANORAMA,PO20210904007,9/4/21,"$60,732.98 ","$83,396.20 ","$18,514.00 ",,"($38,752.21)",,$34.65 ,($193.50),"($1,141.55)",($403.61),($721.00),,,
982,PANORAMA,PO20210911007,9/11/21,"$31,840.67 ","$28,561.00 ","$25,623.00 ",,"($20,658.04)",,$89.63 ,($104.08),($391.26),($558.58),($721.00),,,
983,PANORAMA,PO20210918007,9/18/21,"$56,505.13 ","$77,783.50 ","$17,101.00 ",,"($36,056.11)",,,($171.19),"($1,058.27)",($372.80),($721.00),,,
984,PANORAMA,PO20210925007,9/25/21,"$62,644.80 ","$61,142.00 ","$44,220.00 ",,"($40,037.56)",,,($168.78),($825.86),($964.00),($721.00),,,
985,PANORAMA,PO20211002007,10/2/21,"$54,620.33 ","$49,750.00 ","$42,499.00 ",,"($35,054.62)",,,($159.73),($622.64),($926.48),($865.20),,,
986,PANORAMA,PO20211009007,10/9/21,"$64,166.95 ","$86,003.00 ","$21,651.00 ",,"($40,973.12)",,$85.00 ,($230.96),"($1,174.98)",($471.99),($721.00),,,
987,PANORAMA,PO20211016007,10/16/21,"$52,933.06 ","$66,075.00 ","$22,851.60 ",,"($33,935.71)",,$188.95 ,($115.54),($912.08),($498.16),($721.00),,,
988,PANORAMA,PO20211023007,10/23/21,"$32,050.08 ","$44,944.28 ","$9,465.00 ",,"($20,675.53)",,,($163.95),($592.38),($206.34),($721.00),,,
989,PANORAMA,PO20211030007,10/30/21,"$80,965.93 ","$73,407.00 ","$63,124.00 ",,"($51,911.80)",,$39.50 ,($509.08),"($1,086.59)","($1,376.10)",($721.00),,,
990,PANORAMA,PO20211106007,11/6/21,"$51,053.66 ","$57,419.00 ","$29,016.00 ",,"($32,901.16)",,$73.50 ,($425.93),($774.20),($632.55),($721.00),,,
991,PANORAMA,PO20211113007,11/13/21,"$31,319.11 ","$37,222.00 ","$16,185.00 ",,"($20,294.66)",,,($228.48),($490.92),($352.83),($721.00),,,
992,PANORAMA,PO20211120007,11/20/21,"$62,469.92 ","$81,522.00 ","$23,480.00 ",,"($39,900.76)",,,($289.68),"($1,108.78)",($511.86),($721.00),,,
993,PANORAMA,PO20211127007,11/27/21,"$81,690.55 ","$104,094.77 ","$32,747.00 ",,"($51,999.87)",,,($306.35),"($1,410.12)",($713.88),($721.00),,,
994,PANORAMA,PO20211204007,12/4/21,"$40,424.04 ","$48,319.00 ","$20,020.00 ",,"($25,995.42)",,$35.00 ,($152.66),($644.44),($436.44),($721.00),,,
995,PANORAMA,PO20211211007,12/11/21,"$58,693.83 ","$46,155.00 ","$52,572.00 ",,"($37,516.26)",,,($201.30),($592.74),"($1,146.07)",($576.80),,,
996,PANORAMA,PO20211218006,12/18/21,"$27,899.45 ","$32,964.00 ","$14,814.00 ",,"($18,155.64)",,,($102.66),($432.10),($322.95),($865.20),,,
997,PANORAMA,PO20211224007,12/24/21,"$70,803.53 ","$76,051.00 ","$43,223.25 ",,"($45,346.64)",,$29.50 ,($396.00),($805.91),($942.27),"($1,009.40)",,,
998,PANORAMA,PO20220115007,1/15/22,"$19,301.79 ","$21,035.64 ","$12,799.00 ",,"($13,113.80)",,$337.68 ,($191.47),($276.84),($279.02),"($1,009.40)",,,
999,PANORAMA,PO20220122007,1/22/22,"$22,231.82 ","$29,905.00 ","$8,775.00 ",,"($14,710.37)",,$15.75 ,($187.58),($365.28),($191.30),"($1,009.40)",,,
1000,PANORAMA,PO20211231008,12/31/21,"$89,543.47 ","$112,101.00 ","$38,649.20 ",,"($57,314.45)",,$38.65 ,($327.49),"($1,607.29)",($842.55),"($1,153.60)",,,
1001,PANORAMA,PO20220129007,1/29/22,"$19,895.79 ","$34,109.50 ",$611.00 ,,"($13,269.41)",,$99.50 ,($171.73),($460.35),($13.32),"($1,009.40)",,,
1002,PANORAMA,PO20220205007,2/5/22,"$51,196.91 ","$70,411.00 ","$16,069.00 ",,"($32,911.42)",,$64.50 ,($253.18),($967.49),($350.30),($865.20),,,
1003,PANORAMA,PO20220108007,1/8/22,"$70,344.17 ","$109,577.80 ","$8,734.00 ",,"($45,395.56)",,$575.10 ,($513.14),"($1,434.23)",($190.40),"($1,009.40)",,,
1004,PANORAMA,PO20220212007,2/12/22,"$58,364.45 ","$42,986.00 ","$55,767.50 ",,"($37,541.53)",,$20.00 ,($207.37),($579.22),"($1,215.73)",($865.20),,,
1005,PANORAMA,PO20220219007,2/19/22,"$74,628.85 ","$69,566.00 ","$56,112.50 ",,"($47,780.63)",,$30.00 ,($232.55),($978.02),"($1,223.25)",($865.20),,,
1006,PANORAMA,PO20220226007,2/26/22,"$47,599.45 ","$56,877.50 ","$23,954.00 ",,"($30,715.97)",,,($338.97),($789.71),($522.20),($865.20),,,
1007,PANORAMA,PO20220305007,3/5/22,"$70,198.89 ","$79,686.50 ","$38,687.00 ",,"($44,981.93)",,,($432.77),"($1,051.33)",($843.38),($865.20),,,
1008,PANORAMA,PO20220312007,3/12/22,"$50,995.31 ","$49,834.00 ","$37,495.00 ",,"($33,323.72)",,$182.50 ,($292.22),($640.86),($817.39),"($1,442.00)",,,
1009,PANORAMA,PO20220319007,3/19/22,"$82,190.66 ","$85,860.00 ","$52,349.00 ",,"($52,519.42)",,,($378.82),"($1,113.69)","($1,141.21)",($865.20),,,
1010,PANORAMA,PO20220326007,3/26/22,"$90,593.87 ","$92,943.00 ","$59,695.00 ",,"($58,002.44)",,,($599.88),"($1,275.26)","($1,301.35)",($865.20),,,
1011,PANORAMA,PO20220409007,4/9/22,"$59,682.81 ","$63,078.00 ","$37,630.00 ",,"($38,269.04)",,,($115.58),($872.64),($820.33),($947.60),,,
1012,PANORAMA,PO20220416007,4/16/22,"$60,204.49 ","$44,915.00 ","$56,690.00 ",,"($38,609.90)",,,($157.65),($614.32),"($1,235.84)",($782.80),,,
1013,PANORAMA,PO20220423007,4/23/22,"$158,955.23 ","$66,114.00 ","$201,550.00 ",,"($101,712.32)",,,($821.81),($915.65),"($4,393.79)",($865.20),,,
1014,PANORAMA,PO20220430007,4/30/22,"$88,415.57 ","$59,673.00 ","$89,490.00 ",,"($56,681.94)",,,($441.31),($808.10),"($1,950.88)",($865.20),,,
1015,PANORAMA,PO20220507007,5/7/22,"$61,232.68 ","$43,334.00 ","$60,288.00 ",,"($39,376.36)",,,($223.78),($609.70),"($1,314.28)",($865.20),,,
1016,PANORAMA,PO20220402007,4/2/22,"$154,736.07 ","$90,799.00 ","$168,657.00 ",,"($98,593.28)",,,($431.52),"($1,153.21)","($3,676.72)",($865.20),,,
1017,PANORAMA,PO20220514007,5/14/22,"$108,142.03 ","$31,604.00 ","$150,512.00 ",,"($69,204.08)",,,($202.16),($421.37),"($3,281.16)",($865.20),,,
1018,PANORAMA,PO20220521007,5/21/22,"$35,072.62 ","$34,796.00 ","$25,043.00 ",,"($22,738.82)",,,($118.20),($498.22),($545.94),($865.20),,,
1019,PANORAMA,PO20220528007,5/28/22,"$162,655.01 ","$99,770.00 ","$171,720.00 ",,"($102,766.20)",,,($244.27),"($1,360.02)","($3,743.50)",($721.00),,,
1020,PANORAMA,PO20220604007,6/4/22,"$51,983.73 ","$51,322.00 ","$36,790.00 ",,"($33,482.56)",,,($296.91),($681.58),($802.02),($865.20),,,
1021,PANORAMA,PO20220611007,6/11/22,"$46,815.66 ","$60,147.00 ","$19,378.00 ",,"($30,219.50)",,,($407.74),($794.46),($422.44),($865.20),,,
1022,PANORAMA,PO20220618007,6/18/22,"$33,627.79 ","$47,880.00 ","$9,407.00 ",,"($21,769.06)",,,($179.21),($640.67),($205.07),($865.20),,,
1023,PANORAMA,PO20220625007,6/25/22,"$96,568.96 ","$65,298.00 ","$97,108.50 ",,"($61,714.47)",,,($299.76),($841.14),"($2,116.97)",($865.20),,,
1024,PANORAMA,PO20220702007,7/2/22,"$36,021.74 ","$31,228.00 ","$30,402.00 ",,"($23,419.40)",,,($229.22),($431.68),($662.76),($865.20),,,
1025,PANORAMA,PO20220709007,7/9/22,"$43,300.38 ","$54,463.50 ","$18,933.00 ",,"($27,705.67)",,,($377.81),($734.70),($412.74),($865.20),,,
1026,PANORAMA,PO20220716007,7/16/22,"$61,232.40 ","$80,903.00 ","$19,177.00 ",,"($36,340.40)",,,($157.62),"($1,066.32)",($418.06),($865.20),,,
1027,PANORAMA,PO20220723007,7/23/22,"$30,808.66 ","$17,588.00 ","$35,078.00 ",,"($20,058.30)",,$59.50 ,($153.27),($240.17),($764.70),($700.40),,,
1028,PANORAMA,PO20220730007,7/30/22,"$32,639.30 ","$34,040.00 ","$21,468.00 ",,"($21,093.04)",,,($141.12),($445.54),($468.00),($721.00),,,
1029,PANORAMA,PO20220806007,8/6/22,"$38,266.62 ","$29,350.00 ","$35,435.00 ",,"($24,618.30)",,,($134.91),($415.89),($772.48),($576.80),,,
1030,PANORAMA,PO20220813007,8/13/22,"$31,523.74 ","$30,401.00 ","$23,312.00 ",,"($20,410.94)",,,($129.60),($419.52),($508.20),($721.00),,,
1031,PANORAMA,PO20220820007,8/20/22,"$48,101.91 ","$66,961.00 ","$14,365.00 ",,"($30,971.90)",,$89.50 ,($200.77),($962.56),($313.16),($865.20),,,
1032,PANORAMA,PO20220827007,8/27/22,"$53,490.50 ","$68,890.00 ","$21,380.00 ",,"($34,302.60)",,,($210.50),($976.32),($466.08),($824.00),,,
1033,PANORAMA,PO20220903007,9/3/22,"$47,486.70 ","$56,316.71 ","$23,799.29 ",,"($30,444.08)",,,($151.20),($794.20),($518.82),($721.00),,,
1034,PANORAMA,PO20220910007,9/10/22,"$50,012.92 ","$68,555.00 ","$15,663.00 ",,"($32,002.84)",,,($168.96),($970.83),($341.45),($721.00),,,
1035,PANORAMA,PO20220917007,9/17/22,"$53,783.56 ","$34,078.00 ","$57,050.00 ",,"($34,628.64)",,,($184.78),($483.93),"($1,243.69)",($803.40),,,
1036,PANORAMA,PO20220924007,9/24/22,"$85,981.30 ","$63,268.00 ","$81,470.00 ",,"($55,000.44)",,,($224.16),($890.85),"($1,776.05)",($865.20),,,
1037,PANORAMA,PO20221001007,10/1/22,"$50,282.09 ","$51,620.00 ","$33,443.00 ",,"($32,323.94)",,,($188.53),($674.18),($729.06),($865.20),,,
1038,PANORAMA,PO20221008007,10/8/22,"$64,687.80 ","$81,024.00 ","$28,100.00 ",,"($41,467.12)",,,($387.35),"($1,103.95)",($612.58),($865.20),,,
1039,PANORAMA,PO20221015007,10/15/22,"$177,327.71 ","$276,034.00 ","$18,834.00 ",,"($112,049.84)",,,($230.46),"($3,984.21)",($410.58),($865.20),,,
1040,PANORAMA,PO20221022007,10/22/22,"$59,081.21 ","$52,090.00 ","$47,685.00 ",,"($37,914.50)",,,($108.85),($765.71),"($1,039.53)",($865.20),,,
1041,PANORAMA,PO20221029007,10/29/22,"$71,924.71 ","$72,722.00 ","$48,370.00 ",,"($46,014.96)",,,($188.56),"($1,044.10)","($1,054.47)",($865.20),,,
1042,PANORAMA,PO20221105007,11/5/22,"$53,976.98 ","$69,108.00 ","$21,965.00 ",,"($34,740.41)",,,($10.62),"($1,000.95)",($478.84),($865.20),,,
1043,PANORAMA,PO20221112007,11/12/22,"$85,821.55 ","$67,881.00 ","$74,399.00 ",,"($52,641.40)",,,($397.23),($932.72),"($1,621.90)",($865.20),,,
1044,PANORAMA,PO20221119007,11/19/22,"$41,042.42 ","$56,700.00 ","$10,900.00 ",,"($24,453.40)",,,($205.34),($796.02),($237.62),($865.20),,,
1045,PANORAMA,PO20221126007,11/26/22,"$42,171.53 ","$54,991.00 ","$16,573.00 ",,"($27,194.32)",,,($173.98),($797.68),($361.29),($865.20),,,
1046,PANORAMA,PO20221203007,12/3/22,"$89,316.95 ","$58,830.00 ","$92,070.00 ",,"($57,342.00)",,,($516.25),($859.26),"($2,025.54)",($840.00),,,
1047,PANORAMA,PO20221210007,12/10/22,"$83,144.96 ","$103,004.00 ","$36,532.00 ",,"($53,023.68)",,,($172.98),"($1,550.68)",($803.70),($840.00),,,
1048,PANORAMA,PO20221217007,12/17/22,"$90,439.55 ","$132,049.00 ","$19,639.00 ",,"($57,641.44)",,,($582.61),"($1,752.34)",($432.06),($840.00),,,
1049,PANORAMA,PO20221224007,12/24/22,"$138,809.26 ","$151,486.00 ","$81,948.00 ",,"($88,704.92)",,,"($1,053.05)","($2,223.91)","($1,802.86)",($840.00),,,
1050,PANORAMA,PO20221231007,12/31/22,"$59,338.96 ","$48,351.00 ","$52,127.00 ",,"($38,181.64)",,,($257.49),($713.12),"($1,146.79)",($840.00),,,
1051,PANORAMA,PO20230107007,1/7/23,"$52,966.33 ","$75,089.00 ","$14,218.00 ",,"($33,936.66)",,,($311.91),($939.30),($312.80),($840.00),,,
1052,PANORAMA,PO20230114007,1/14/23,"$88,330.77 ","$94,117.00 ","$54,850.00 ",,"($56,607.46)",,,($678.85),"($1,303.22)","($1,206.70)",($840.00),,,
1053,PANORAMA,PO20230121007,1/21/23,"$49,803.78 ","$43,635.00 ","$41,178.00 ",,"($32,228.94)",,,($413.16),($621.20),($905.92),($840.00),,,
1054,PANORAMA,PO20230128007,1/28/23,"$69,084.23 ","$88,799.00 ","$27,781.00 ",,"($44,300.40)",,,($465.57),"($1,278.62)",($611.18),($840.00),,,
1055,PANORAMA,PO20230204007,2/4/23,"$65,876.57 ","$87,195.00 ","$23,580.00 ",,"($42,094.50)",,,($359.96),"($1,225.21)",($518.76),($700.00),,,
1056,PANORAMA,PO20230211007,2/11/23,"$64,028.86 ","$61,272.00 ","$46,911.00 ",,"($41,109.54)",,,($457.80),($854.76),"($1,032.04)",($700.00),,,
1057,PANORAMA,PO20230218007,2/18/23,"$60,020.09 ","$54,299.00 ","$47,207.00 ",,"($38,572.28)",,,($415.33),($759.75),"($1,038.55)",($700.00),,,
1058,PANORAMA,PO20230311007,3/11/23,"$92,644.22 ","$96,730.00 ","$59,037.00 ",,"($59,191.46)",,,($391.40),"($1,401.11)","($1,298.81)",($840.00),,,
