id,ship_name,voyage_id,date,effy_share,revenue_ss,revenue_cc,eu_revenue,carnival_share,office_supplies,discount_share,exec_folio,cc_fee_ss,cc_fee_direct,meal_charge,parole_fee,cash_advance,cash_paid_onboard
1,BREEZE,BR20200520008,5/20/20,($515.00),,,,,,,,,,($515.00),,,
2,BREEZE,BR20200525017,5/25/20,($164.80),,,,,,,,,,($164.80),,,
3,BREEZE,BR20210607018,6/7/21,"($2,266.00)",,,,,,,,,,"($2,266.00)",,,
4,BREEZE,BR20210629001,6/29/21,($206.00),,,,,,,,,,($206.00),,,
5,BREEZE,BR20210701014,7/1/21,"($1,442.00)",,,,,,,,,,"($1,442.00)",,,
6,BREEZE,BR20210715004,7/15/21,"$78,884.37 ","$80,754.00 ","$51,073.00 ",,"($50,094.26)",,,($159.86),"($1,163.12)","($1,113.39)",($412.00),,,
7,BREEZE,BR20210719005,7/19/21,"$59,788.91 ","$61,720.00 ","$38,544.00 ",,"($38,100.32)",,,($202.39),($817.12),($840.26),($515.00),,,
8,BREEZE,BR20210729004,7/29/21,"$87,396.44 ","$80,470.00 ","$65,815.00 ",,"($55,588.30)",,,($259.37),"($1,194.12)","($1,434.77)",($412.00),,,
9,BREEZE,BR20210802005,8/2/21,"$42,714.91 ","$50,235.00 ","$21,570.00 ",,"($27,285.90)",,,($126.62),($692.34),($470.23),($515.00),,,
10,BREEZE,BR20210807005,8/7/21,"$39,374.53 ","$37,940.00 ","$28,535.00 ",,"($25,260.50)",,,($164.39),($538.52),($622.06),($515.00),,,
11,BREEZE,BR20210812004,8/12/21,"$39,599.44 ","$58,546.00 ","$7,710.00 ",,"($25,462.28)",,$375.00 ,($115.57),($873.63),($168.08),($412.00),,,
12,BREEZE,BR20210816005,8/16/21,"$50,176.88 ","$45,730.00 ","$38,695.00 ",,"($32,081.50)",,,($194.17),($613.90),($843.55),($515.00),,,
13,BREEZE,BR20210821005,8/21/21,"$62,342.36 ","$70,705.00 ","$33,770.00 ",,"($39,700.50)",,,($202.18),($978.77),($736.19),($515.00),,,
14,BREEZE,BR20210826004,8/26/21,"$30,946.69 ","$29,104.00 ","$23,095.00 ",,"($19,835.62)",,,($66.48),($434.74),($503.47),($412.00),,,
15,BREEZE,BR20210830005,8/30/21,"$78,700.83 ","$73,718.00 ","$58,159.00 ",,"($50,113.26)",,,($153.03),"($1,024.01)","($1,267.87)",($618.00),,,
16,BREEZE,BR20210904005,9/4/21,"$34,639.04 ","$45,338.00 ","$13,213.00 ",,"($22,249.38)",,,($221.75),($637.79),($288.04),($515.00),,,
17,BREEZE,BR20210909004,9/9/21,"$35,398.74 ","$43,740.00 ","$15,796.00 ",,"($22,623.68)",,,($135.34),($621.89),($344.35),($412.00),,,
18,BREEZE,BR20210913005,9/13/21,"$34,129.50 ","$43,007.00 ","$14,530.00 ",,"($21,864.06)",,,($112.59),($599.10),($316.75),($515.00),,,
19,BREEZE,BR20210918005,9/18/21,"$31,580.90 ","$38,383.00 ","$14,865.00 ",,"($20,234.24)",,,($79.45),($514.35),($324.06),($515.00),,,
20,BREEZE,BR20210923004,9/23/21,"$45,335.48 ","$52,313.00 ","$23,638.00 ",,"($28,861.38)",,,($76.32),($750.51),($515.31),($412.00),,,
21,BREEZE,BR20210927005,9/27/21,"$35,472.24 ","$35,450.00 ","$24,595.00 ",,"($22,817.10)",,,($185.85),($477.44),($536.17),($556.20),,,
22,BREEZE,BR20211002005,10/2/21,"$34,337.81 ","$37,065.00 ","$20,880.00 ",,"($22,019.10)",,,($104.42),($513.49),($455.18),($515.00),,,
23,BREEZE,BR20211007004,10/7/21,"$49,831.40 ","$44,038.00 ","$39,510.00 ",,"($31,809.80)",,$81.00 ,($60.60),($653.88),($861.32),($412.00),,,
24,BREEZE,BR20211011005,10/11/21,"$50,114.05 ","$63,500.00 ","$20,600.00 ",,"($31,958.00)",,,($186.92),($876.95),($449.08),($515.00),,,
25,BREEZE,BR20211016005,10/16/21,"$32,550.37 ","$34,590.00 ","$20,365.00 ",,"($20,882.90)",,,($89.37),($473.40),($443.96),($515.00),,,
26,BREEZE,BR20211021004,10/21/21,"$20,672.28 ","$24,390.20 ","$10,790.00 ",,"($13,396.52)",,$36.90 ,($63.45),($355.23),($235.22),($494.40),,,
27,BREEZE,BR20211025005,10/25/21,"$16,774.53 ","$26,575.00 ","$2,262.00 ",,"($11,005.94)",,$63.00 ,($105.14),($347.08),($49.31),($618.00),,,
28,BREEZE,BR20211030005,11/3/21,"$49,437.58 ","$31,001.00 ","$52,185.00 ",,"($31,610.68)",,,($64.95),($420.16),"($1,137.63)",($515.00),,,
29,BREEZE,BR20211104004,11/4/21,"$48,942.40 ","$51,207.00 ","$30,865.00 ",,"($31,187.36)",,,($105.21),($752.17),($672.86),($412.00),,,
30,BREEZE,BR20210724005,7/24/21,"$64,542.23 ","$94,503.00 ","$13,570.00 ",,"($41,067.74)",,,($394.88),"($1,257.32)",($295.83),($515.00),,,
31,BREEZE,BR20211108005,11/8/21,"$54,960.01 ","$43,781.00 ","$48,595.00 ",,"($35,102.88)",,,($145.95),($592.79),"($1,059.37)",($515.00),,,
32,BREEZE,BR20211113005,11/11/21,"$34,171.39 ","$41,082.00 ","$16,459.00 ",,"($21,865.58)",,,($84.36),($545.86),($358.81),($515.00),,,
33,BREEZE,BR20211118004,11/18/21,"$30,384.54 ","$43,540.00 ","$7,375.00 ",,"($19,373.35)",,$33.75 ,($53.71),($646.77),($160.78),($329.60),,,
34,BREEZE,BR20211122005,11/22/21,"$24,212.79 ","$32,802.00 ","$8,215.00 ",,"($15,586.46)",,,($75.73),($447.93),($179.09),($515.00),,,
35,BREEZE,BR20211127005,11/27/21,"$57,509.64 ","$33,720.00 ","$62,940.00 ",,"($36,730.80)",,,($99.35),($433.12),"($1,372.09)",($515.00),,,
36,BREEZE,BR20211202004,12/2/21,"$38,815.72 ","$26,640.00 ","$38,758.00 ",,"($24,851.24)",,,($87.63),($386.49),($844.92),($412.00),,,
37,BREEZE,BR20211206005,12/6/21,"$24,930.42 ","$22,960.00 ","$19,250.00 ",,"($16,039.80)",,,($97.20),($310.93),($419.65),($412.00),,,
38,BREEZE,BR20220103005,1/3/22,"$21,036.45 ","$24,072.00 ","$11,738.00 ",,"($13,607.80)",,,($67.25),($327.61),($255.89),($515.00),,,
39,BREEZE,BR20211211005,12/11/21,"$16,568.94 ","$12,320.00 ","$15,940.00 ",,"($10,738.80)",,,($24.00),($168.77),($347.49),($412.00),,,
40,BREEZE,BR20211216004,12/16/21,"$24,558.81 ","$30,935.00 ","$10,270.00 ",,"($15,657.90)",,,($26.05),($449.95),($223.89),($288.40),,,
41,BREEZE,BR20211220007,12/20/21,"$41,487.65 ","$42,605.00 ","$27,574.00 ",,"($26,668.02)",,,($113.75),($549.47),($601.11),($721.00),($38.00),,
42,BREEZE,BR20220122005,1/22/22,"$9,743.04 ","$14,143.00 ","$2,700.00 ",,"($6,400.34)",,,($39.73),($189.03),($58.86),($412.00),,,
43,BREEZE,BR20211227007,12/27/21,"$66,552.70 ","$81,200.00 ","$30,325.00 ",,"($42,417.12)",,$49.50 ,($46.67),"($1,175.92)",($661.09),($721.00),,,
44,BREEZE,BR20220127004,1/27/22,"$31,499.22 ","$12,186.80 ","$40,870.00 ",,"($20,280.60)",,$156.60 ,($44.18),($168.83),($890.97),($329.60),,,
45,BREEZE,BR20220205005,2/5/22,"$75,686.07 ","$26,326.00 ","$101,009.00 ",,"($48,387.30)",,,($215.21),($329.42),"($2,202.00)",($515.00),,,
46,BREEZE,BR20220108005,1/8/22,"$20,454.33 ","$16,900.00 ","$17,995.00 ",,"($13,260.10)",,,($44.38),($228.90),($392.29),($515.00),,,
47,BREEZE,BR20220113004,1/13/22,"$14,285.73 ","$20,941.00 ","$3,446.00 ",,"($9,267.06)",,,($66.84),($280.25),($75.12),($412.00),,,
48,BREEZE,BR20220117005,1/17/22,"$37,996.79 ","$34,640.00 ","$29,311.00 ",,"($24,301.38)",,,($132.22),($469.63),($638.98),($412.00),,,
49,BREEZE,BR20220210004,2/10/22,"$38,457.77 ","$43,854.00 ","$20,639.00 ",,"($24,507.34)",,,($56.12),($609.84),($449.93),($412.00),,,
50,BREEZE,BR20220214005,2/14/22,"$45,449.17 ","$53,314.80 ","$23,070.00 ",,"($29,080.26)",,$71.10 ,($168.41),($740.13),($502.93),($515.00),,,
51,BREEZE,BR20220219005,2/19/22,"$29,662.91 ","$37,188.00 ","$13,143.00 ",,"($19,125.78)",,,($126.48),($511.31),($286.52),($618.00),,,
52,BREEZE,BR20220224004,2/24/22,"$31,634.12 ","$25,008.00 ","$28,335.00 ",,"($20,270.34)",,,($49.95),($358.89),($617.70),($412.00),,,
53,BREEZE,BR20220131005,1/31/22,"$26,160.78 ","$16,189.00 ","$28,319.00 ",,"($16,913.04)",,,($77.55),($224.28),($617.35),($515.00),,,
54,BREEZE,BR20220228005,2/28/22,"$32,428.45 ","$24,937.00 ","$29,920.00 ",,"($20,845.66)",,,($71.30),($344.33),($652.26),($515.00),,,
55,BREEZE,BR20220305005,3/5/22,"$41,124.29 ","$44,638.00 ","$24,540.00 ",,"($26,287.64)",,,($67.33),($648.77),($534.97),($515.00),,,
56,BREEZE,BR20220310004,3/10/22,"$37,812.24 ","$30,639.00 ","$32,920.00 ",,"($24,152.42)",,,($44.02),($420.66),($717.66),($412.00),,,
57,BREEZE,BR20220314005,3/14/22,"$58,323.94 ","$78,380.00 ","$18,954.00 ",,"($36,986.92)",,,($82.20),"($1,012.74)",($413.20),($515.00),,,
58,BREEZE,BR20220319042,3/19/22,($906.40),,,,,,,,,,($906.40),,,
59,BREEZE,BR20220330031,3/30/22,"($1,318.40)",,,,,,,,,,"($1,318.40)",,,
60,BREEZE,BR20220403005,4/3/22,"$45,272.98 ","$58,606.50 ","$16,651.00 ",,"($28,597.85)",,,($77.76),($616.32),($362.99),($329.60),,,
61,BREEZE,BR20220505004,5/5/22,"$44,064.18 ","$38,284.00 ","$35,773.00 ",,"($28,165.60)",,$31.50 ,($126.72),($540.15),($779.85),($412.00),,,
62,BREEZE,BR20220509005,5/9/22,"$30,002.86 ","$32,656.00 ","$18,039.00 ",,"($19,264.10)",,,($116.64),($403.15),($393.25),($515.00),,,
63,BREEZE,BR20220514005,5/14/22,"$30,237.35 ","$29,604.50 ","$21,516.00 ",,"($19,425.79)",,,($77.76),($395.55),($469.05),($515.00),,,
64,BREEZE,BR20220519004,5/19/22,"$28,520.49 ","$40,207.00 ","$7,852.00 ",,"($18,262.42)",,,($123.54),($569.38),($171.17),($412.00),,,
65,BREEZE,BR20220523005,5/23/22,"$32,519.15 ","$32,285.00 ","$22,700.00 ",,"($20,894.30)",,,($125.54),($436.15),($494.86),($515.00),,,
66,BREEZE,BR20220528005,5/28/22,"$20,151.32 ","$27,375.00 ","$7,103.00 ",,"($13,101.64)",,,($196.41),($358.78),($154.85),($515.00),,,
67,BREEZE,BR20220602004,6/2/22,"$46,265.49 ","$35,389.00 ","$42,386.00 ",,"($29,554.50)",,,($104.65),($514.35),($924.01),($412.00),,,
68,BREEZE,BR20220606005,6/6/22,"$32,827.89 ","$28,082.40 ","$27,610.00 ",,"($21,185.76)",,$29.80 ,($231.74),($359.91),($601.90),($515.00),,,
69,BREEZE,BR20220611005,6/11/22,"$24,532.54 ","$27,973.00 ","$13,595.00 ",,"($15,795.84)",,,($64.80),($363.45),($296.37),($515.00),,,
70,BREEZE,BR20220616004,6/16/22,"$19,595.58 ","$20,372.00 ","$13,053.00 ",,"($12,701.50)",,,($135.54),($295.82),($284.56),($412.00),,,
71,BREEZE,BR20220620005,6/20/22,"$21,298.27 ","$19,806.00 ","$16,493.00 ",,"($13,793.62)",,,($115.09),($258.67),($359.55),($473.80),,,
72,BREEZE,BR20220625005,6/25/22,"$46,834.62 ","$27,855.00 ","$51,114.00 ",,"($30,008.22)",,,($104.64),($353.23),"($1,114.29)",($515.00),($39.00),,
73,BREEZE,BR20220630004,6/30/22,"$16,191.88 ","$10,941.00 ","$16,814.00 ",,"($10,546.90)",,,($86.88),($150.79),($366.55),($412.00),,,
74,BREEZE,BR20220704005,7/4/22,"$57,529.39 ","$52,209.00 ","$44,679.00 ",,"($36,817.44)",,,($145.44),($723.53),($974.00),($659.20),($39.00),,
75,BREEZE,BR20220709005,7/9/22,"$36,314.62 ","$34,800.00 ","$26,486.00 ",,"($23,288.68)",,,($139.68),($450.63),($577.39),($515.00),,,
76,BREEZE,BR20220714004,7/14/22,"$20,499.55 ","$18,531.00 ","$16,370.00 ",,"($13,284.80)",,$29.50 ,($126.13),($251.15),($356.87),($412.00),,,
77,BREEZE,BR20220718005,7/18/22,"$32,696.28 ","$30,257.00 ","$24,920.00 ",,"($20,967.26)",,,($54.49),($400.71),($543.26),($515.00),,,
78,BREEZE,BR20220723005,7/23/22,"$41,849.78 ","$57,172.00 ","$13,108.00 ",,"($26,706.40)",,,($117.68),($805.39),($285.75),($515.00),,,
79,BREEZE,BR20220728004,7/28/22,"$13,800.82 ","$22,249.00 ","$1,345.00 ",,"($8,965.72)",,,($83.19),($302.95),($29.32),($412.00),,,
80,BREEZE,BR20220801005,8/1/22,"$24,343.81 ","$24,835.00 ","$16,470.00 ",,"($15,695.90)",,,($71.65),($319.59),($359.05),($515.00),,,
81,BREEZE,BR20220806005,8/6/22,"$33,626.88 ","$15,511.00 ","$41,458.00 ",,"($21,648.22)",,,($60.00),($215.12),($903.78),($515.00),,,
82,BREEZE,BR20220811004,8/11/22,"$40,788.26 ","$11,318.00 ","$57,550.00 ",,"($26,169.84)",,,($78.07),($165.24),"($1,254.59)",($412.00),,,
83,BREEZE,BR20220815005,8/15/22,"$34,714.57 ","$22,536.00 ","$36,139.00 ",,"($22,296.50)",,,($43.78),($317.32),($787.83),($515.00),,,
84,BREEZE,BR20220820005,8/20/22,"$63,869.10 ","$66,408.00 ","$40,673.00 ",,"($40,690.78)",,,($71.90),($967.35),($886.67),($556.20),($39.00),,
85,BREEZE,BR20220825004,8/25/22,"$42,486.16 ","$44,144.00 ","$27,259.00 ",,"($27,133.14)",,,($114.21),($663.24),($594.25),($412.00),,,
86,BREEZE,BR20220829005,8/29/22,"$12,553.78 ","$14,823.00 ","$6,895.00 ",,"($8,252.84)",,,($39.13),($206.94),($150.31),($515.00),,,
87,BREEZE,BR20220903005,9/3/22,"$21,564.66 ","$10,954.00 ","$25,876.00 ",,"($13,995.40)",,,($39.13),($151.71),($564.10),($515.00),,,
88,BREEZE,BR20220908004,9/8/22,"$20,558.11 ","$21,700.00 ","$13,179.00 ",,"($13,254.02)",,,($52.09),($315.48),($287.30),($412.00),,,
89,BREEZE,BR20220912005,9/12/22,"$26,238.98 ","$34,203.00 ","$10,140.00 ",,"($16,850.34)",,,($54.97),($462.66),($221.05),($515.00),,,
90,BREEZE,BR20220917005,9/17/22,"$57,244.40 ","$50,123.00 ","$45,972.00 ",,"($36,516.10)",,,($60.01),($654.30),"($1,002.19)",($618.00),,,
91,BREEZE,BR20220922004,9/22/22,"$66,894.11 ","$44,663.00 ","$67,457.00 ",,"($42,605.60)",,,($93.17),($644.56),"($1,470.56)",($412.00),,,
92,BREEZE,BR20220926005,9/26/22,"$22,286.74 ","$19,634.00 ","$18,300.00 ",,"($14,414.92)",,,($60.00),($258.40),($398.94),($515.00),,,
93,BREEZE,BR20221001005,10/1/22,"$43,657.95 ","$49,473.00 ","$23,775.00 ",,"($27,834.24)",,,($150.04),($675.47),($518.30),($412.00),,,
94,BREEZE,BR20221006004,10/6/22,"$15,282.08 ","$16,445.00 ","$9,555.00 ",,"($9,880.00)",,,($60.00),($240.02),($208.30),($329.60),,,
95,BREEZE,BR20221010005,10/10/22,"$15,393.04 ","$9,833.00 ","$16,700.00 ",,"($10,082.54)",,,($47.04),($131.32),($364.06),($515.00),,,
96,BREEZE,BR20221015005,10/15/22,"$38,938.67 ","$41,704.00 ","$23,793.00 ",,"($24,888.86)",,,($67.20),($568.58),($518.69),($515.00),,,
97,BREEZE,BR20221020004,10/20/22,"$10,550.61 ","$8,071.00 ","$10,220.00 ",,"($6,950.58)",,,($54.72),($117.69),($222.80),($329.60),($65.00),,
98,BREEZE,BR20221024005,10/24/22,"$9,587.91 ","$9,092.00 ","$7,595.00 ",,"($6,341.06)",,,($54.72),($125.74),($165.57),($412.00),,,
99,BREEZE,BR20221029005,10/29/22,"$25,495.23 ","$20,368.00 ","$22,960.00 ",,"($16,464.64)",,,($73.93),($278.67),($500.53),($515.00),,,
100,BREEZE,BR20221103004,11/3/22,"$25,154.21 ","$24,783.00 ","$18,038.00 ",,"($16,322.52)",,$66.50 ,($169.21),($353.93),($393.23),($494.40),,,
101,BREEZE,BR20221107005,11/7/22,"$61,020.68 ","$57,469.00 ","$45,035.00 ",,"($38,951.52)",,,($141.13),($790.91),($981.76),($618.00),,,
102,BREEZE,BR20221112005,11/12/22,"$35,586.51 ","$44,441.00 ","$15,484.00 ",,"($22,771.50)",,,($104.77),($609.67),($337.55),($515.00),,,
103,BREEZE,BR20221117004,11/17/22,"$6,434.75 ","$9,069.00 ","$2,355.00 ",,"($4,341.12)",,,($58.80),($128.19),($51.34),($370.80),,,($39.00)
104,BREEZE,BR20221121005,11/21/22,"$28,748.42 ","$23,220.00 ","$25,404.00 ",,"($18,477.12)",,,($120.93),($311.72),($553.81),($412.00),,,
105,BREEZE,BR20221126005,11/26/22,"$35,573.41 ","$46,342.00 ","$13,315.00 ",,"($22,681.06)",,$15.00 ,($93.25),($622.01),($290.27),($412.00),,,
106,BREEZE,BR20221201004,12/1/22,"$38,346.40 ","$54,158.00 ","$10,299.00 ",,"($24,493.66)",,,($276.48),($793.88),($226.58),($320.00),,,
107,BREEZE,BR20221205005,12/5/22,"$11,201.99 ","$13,994.00 ","$5,550.00 ",,"($7,426.72)",,,($105.85),($187.34),($122.10),($500.00),,,
108,BREEZE,BR20221210005,12/10/22,"$26,099.64 ","$35,110.00 ","$9,055.00 ",,"($16,782.70)",,,($128.65),($454.80),($199.21),($500.00),,,
109,BREEZE,BR20221215004,12/15/22,"$18,028.57 ","$16,403.00 ","$14,351.00 ",,"($11,686.52)",,,($95.99),($227.20),($315.72),($400.00),,,
110,BREEZE,BR20221219005,12/19/22,"$8,593.13 ","$13,983.00 ","$1,150.00 ",,"($5,750.54)",,,($91.57),($172.46),($25.30),($500.00),,,
111,BREEZE,BR20221224005,12/24/22,"$28,616.76 ","$17,306.00 ","$31,280.00 ",,"($18,462.68)",,,($92.40),($226.00),($688.16),($500.00),,,
112,BREEZE,BR20221229005,12/29/22,"$35,178.70 ","$33,507.00 ","$25,976.00 ",,"($22,603.54)",,,($112.69),($516.60),($571.47),($500.00),,,
113,BREEZE,BR20230103004,1/3/23,"$25,181.48 ","$38,379.00 ","$4,231.00 ",,"($16,191.80)",,,($198.37),($545.27),($93.08),($400.00),,,
114,BREEZE,BR20230107005,1/7/23,"$8,936.36 ","$10,421.00 ","$5,270.00 ",,"($5,962.58)",,,($74.05),($142.07),($115.94),($460.00),,,
115,BREEZE,BR20230112004,1/12/23,"$36,542.29 ","$28,614.00 ","$33,050.00 ",,"($23,445.62)",,$13.30 ,($152.86),($409.43),($727.10),($400.00),,,
116,BREEZE,BR20230116005,1/16/23,"$23,507.18 ","$25,296.00 ","$15,015.00 ",,"($15,318.18)",,,($274.34),($339.97),($330.33),($500.00),,,($41.00)
117,BREEZE,BR20230121005,1/21/23,"$29,467.93 ","$40,069.00 ","$9,973.00 ",,"($19,015.96)",,,($295.16),($543.54),($219.41),($500.00),,,
118,BREEZE,BR20230126004,1/26/23,"$28,649.18 ","$38,371.50 ","$10,065.50 ",,"($18,406.06)",,,($200.89),($559.43),($221.44),($400.00),,,
119,BREEZE,BR20230130005,1/30/23,"$44,116.20 ","$47,770.00 ","$26,685.00 ",,"($28,292.90)",,,($289.28),($669.55),($587.07),($500.00),,,
120,BREEZE,BR20230209004,2/9/23,"$21,697.30 ","$16,958.00 ","$20,018.00 ",,"($14,050.88)",,,($148.32),($239.10),($440.40),($400.00),,,
121,BREEZE,BR20230213005,2/13/23,"$38,220.05 ","$46,057.50 ","$18,256.00 ",,"($24,439.13)",,,($130.55),($622.14),($401.63),($500.00),,,
122,BREEZE,BR20230218005,2/18/23,"$23,443.05 ","$29,829.00 ","$10,240.00 ",,"($15,226.22)",,,($273.55),($400.90),($225.28),($500.00),,,
123,BREEZE,BR20230223004,2/23/23,"$61,911.94 ","$53,062.50 ","$50,975.00 ",,"($39,534.25)",,,($282.58),($787.28),"($1,121.45)",($400.00),,,
124,BREEZE,BR20230313005,3/13/23,"$39,508.37 ","$41,321.00 ","$25,248.00 ",,"($25,296.22)",,,($151.69),($557.26),($555.46),($500.00),,,
125,BREEZE,BR20230309004,3/9/23,"$28,235.16 ","$28,226.00 ","$19,624.30 ",,"($18,183.11)",,,($188.66),($411.64),($431.73),($400.00),,,
126,BREEZE,BR20230227005,2/27/23,"$43,772.74 ","$46,525.50 ","$27,300.00 ",,"($28,053.69)",,,($235.92),($662.55),($600.60),($500.00),,,
127,BREEZE,BR20230318005,3/18/23,"$26,729.19 ","$28,026.00 ","$17,360.00 ",,"($17,246.68)",,,($139.34),($388.87),($381.92),($500.00),,,
128,BREEZE,BR20230204005,2/4/23,"$29,844.01 ","$34,425.00 ","$16,503.00 ",,"($19,352.64)",,,($257.50),($469.78),($363.07),($600.00),,($41.00),
129,BREEZE,BR20230323004,3/23/23,"$28,551.31 ","$37,755.00 ","$10,362.00 ",,"($18,284.46)",,,($175.43),($557.84),($227.96),($320.00),,,
130,BREEZE,BR20230327005,3/27/23,"$31,785.14 ","$34,163.00 ","$19,645.00 ",,"($20,447.04)",,,($171.86),($471.77),($432.19),($500.00),,,
131,BREEZE,BR20230401005,4/1/23,"$18,722.12 ","$23,935.00 ","$8,078.00 ",,"($12,164.94)",,,($114.85),($333.37),($177.72),($500.00),,,
132,BREEZE,BR20230406004,4/6/23,"$40,978.25 ","$43,903.00 ","$24,998.00 ",,"($26,182.38)",,,($159.02),($631.39),($549.96),($400.00),,,
133,BREEZE,BR20230410005,4/10/23,"$38,031.05 ","$33,125.00 ","$31,215.00 ",,"($24,449.20)",,,($220.32),($452.70),($686.73),($500.00),,,
134,MAGIC,MC20220803008,8/3/22,($164.80),,,,,,,,,,($164.80),,,
135,MAGIC,MC20220811004,8/11/22,($82.40),,,,,,,,,,($82.40),,,
136,MAGIC,MC20220815007,8/15/22,($144.20),,,,,,,,,,($144.20),,,
137,MAGIC,MC20220822009,8/22/22,($185.40),,,,,,,,,,($185.40),,,
138,MAGIC,MC20220831005,8/31/22,($103.00),,,,,,,,,,($103.00),,,
139,MAGIC,MC20220905005,9/5/22,($103.00),,,,,,,,,,($103.00),,,
140,MAGIC,MC20220910007,9/10/22,($144.20),,,,,,,,,,($144.20),,,
141,MAGIC,MC20220917007,9/17/22,($144.20),,,,,,,,,,($144.20),,,
142,MAGIC,MC20220924006,9/24/22,($123.60),,,,,,,,,,($123.60),,,
143,MAGIC,MC20220930001,9/30/22,($123.60),,,,,,,,,,($123.60),,,
144,MAGIC,MC20221006004,10/6/22,"$47,576.59 ","$44,153.00 ","$35,911.00 ",,"($30,424.32)",,,($137.18),($648.65),($782.86),($494.40),,,
145,MAGIC,MC20221001005,10/1/22,"$42,972.14 ","$53,806.00 ","$18,840.00 ",,"($27,605.48)",,,($98.29),($755.98),($410.71),($803.40),,,
146,CELEBRATION,CB20221019007,10/19/22,($82.40),,,,,,,,,,($82.40),,,
147,CELEBRATION,CB20221121006,11/21/22,"$57,097.67 ","$44,069.00 ","$52,927.73 ",,"($36,858.76)",,,($426.82),($656.26),"($1,153.82)",($803.40),,,
148,CELEBRATION,CB20221127007,11/27/22,"$107,136.85 ","$108,845.00 ","$71,825.00 ",,"($68,654.60)",,,($836.71),"($1,693.25)","($1,565.79)",($782.80),,,
149,CELEBRATION,CB20221204007,12/4/22,"$59,078.81 ","$61,275.04 ","$39,473.00 ",,"($38,367.57)",,$83.32 ,($562.60),($973.97),($868.41),($980.00),,,
150,CELEBRATION,CB20221211008,12/11/22,"$157,223.22 ","$71,867.50 ","$192,850.00 ",,"($100,592.65)",,,($693.83),"($1,085.10)","($4,242.70)",($880.00),,,
151,CELEBRATION,CB20221026007,10/26/22,($741.60),,,,,,,,,,($741.60),,,
152,CELEBRATION,CB20221102004,11/2/22,($494.40),,,,,,,,,,($494.40),,,
153,CELEBRATION,CB20221106014,11/6/22,"$305,895.63 ","$304,823.25 ","$209,280.00 ",,"($195,359.24)",,,"($2,257.60)","($4,298.08)","($4,562.30)","($1,730.40)",,,
154,CELEBRATION,CB20221120001,11/20/22,($177.25),,,,,,,,,,($177.25),,,
155,CELEBRATION,CB20221219008,12/19/22,"$140,843.12 ","$228,411.75 ","$6,442.00 ",,"($89,244.43)",,,($157.99),"($3,506.49)",($141.72),($960.00),,,
156,CELEBRATION,CB20221227007,12/27/22,"$64,220.38 ","$92,273.00 ","$16,696.00 ",,"($41,408.22)",,,($741.32),"($1,391.77)",($367.31),($840.00),,,
157,CELEBRATION,CB20230103005,1/3/23,"$35,655.28 ","$32,139.00 ","$28,263.50 ",,"($22,952.95)",,,($90.96),($481.51),($621.80),($600.00),,,
158,CELEBRATION,CB20230108007,1/8/23,"$75,832.24 ","$80,625.00 ","$47,235.00 ",,"($48,738.80)",,$152.00 ,($323.00),"($1,238.79)","($1,039.17)",($840.00),,,
159,CELEBRATION,CB20230115007,1/15/23,"$139,443.44 ","$114,571.00 ","$120,293.00 ",,"($89,248.32)",,,($798.79),"($1,747.00)","($2,646.45)",($980.00),,,
160,CELEBRATION,CB20230122007,1/22/23,"$89,501.19 ","$43,478.50 ","$108,289.00 ",,"($57,671.65)",,,($626.84),($665.46),"($2,382.36)",($920.00),,,
161,CELEBRATION,CB20230129007,1/29/23,"$360,234.04 ","$168,638.00 ","$436,775.00 ",,"($230,224.14)",,$167.20 ,"($1,450.89)","($2,522.08)","($9,609.05)","($1,540.00)",,,
162,CELEBRATION,CB20230205007,2/5/23,"$66,432.70 ","$72,798.50 ","$39,565.00 ",,"($42,698.13)",,,($412.03),"($1,110.21)",($870.43),($840.00),,,
163,CELEBRATION,CB20230212007,2/12/23,"$86,278.08 ","$102,277.00 ","$43,041.88 ",,"($55,221.17)",,,($460.37),"($1,507.34)",($946.92),($840.00),($65.00),,
164,CELEBRATION,CB20230219007,2/19/23,"$62,451.64 ","$79,135.00 ","$26,511.00 ",,"($40,145.48)",,,($444.74),"($1,180.90)",($583.24),($840.00),,,
165,CELEBRATION,CB20230312007,3/12/23,"$57,605.94 ","$45,736.00 ","$52,188.00 ",,"($37,211.12)",,,($453.10),($665.70),"($1,148.14)",($840.00),,,
166,CELEBRATION,CB20230305007,3/5/23,"$70,122.28 ","$83,807.00 ","$34,831.00 ",,"($45,082.44)",,,($588.55),"($1,238.45)",($766.28),($840.00),,,
167,CELEBRATION,CB20230226007,2/26/23,"$136,445.88 ","$169,537.00 ","$59,283.00 ",,"($86,951.60)",,,($664.44),"($2,613.85)","($1,304.23)",($840.00),,,
168,CELEBRATION,CB20230319007,3/19/23,"$57,720.22 ","$81,585.00 ","$16,065.00 ",,"($37,107.00)",,,($371.33),"($1,258.02)",($353.43),($840.00),,,
169,CELEBRATION,CB20230326007,3/26/23,"$68,924.04 ","$75,644.00 ","$41,480.00 ",,"($44,507.12)",,,($807.15),"($1,133.13)",($912.56),($840.00),,,
170,CELEBRATION,CB20230402007,4/2/23,"$55,427.33 ","$37,556.00 ","$56,883.00 ",,"($35,886.82)",,,($472.74),($560.68),"($1,251.43)",($840.00),,,
